"Country.Name","Country.Code","Year.x","Ease.of.Doing.Business","Education.Expenditure....GDP.","GDP","Health.Expenditure....GDP.","Inflation.Rate","Unemployment","Education.Expenditure","GDP.Per.Capita","Population.Density","Democracy.score","Buddhists","Christians","Muslims","year","ht_colonial"
"Tanzania","TZA",2020,53.258976,13.6285581588745,66068737757.2651,3.74659801,3.29029062798326,2.78,9004216350.08315,1070.72771814319,65.1372511348042,5.1,0,63.1,34.1,NA,NA
"Thailand","THA",2020,76.561156,15.4319591522217,500457261548.076,4.35930967,-0.845937147357037,1.1,77230360176.4264,7001.78541255771,139.29619582164,6.04,92.6,0,6,2020,0
"Togo","TGO",2020,52.26852,18.1434535980225,7389329392.7704,5.96301126,1.69928463299411,4.028,1340679549.58234,875.245409906735,148.66314491988,2.8,0,42.3,14,2020,1
"Trinidad and Tobago","TTO",2020,61.247642,11.7679004669189,21059428846.0153,7.31458092,0.598986330824747,4.21,2478252625.50069,13871.7982158614,295.935087719298,7.16,0,66.3,5.8,2020,1
"Tunisia","TUN",2020,66.25694,24.7939389092582,42538462678.1201,6.34364796,5.63415115897623,16.373,10546960449.3507,3497.73323057268,74.3336165271071,6.59,0,0,100,2020,1
"Turkmenistan","TKM",2020,NA,27.9983997344971,45610571428.5714,5.68487024,NA,4.799,12770230109.7597,7297.18004219407,12.8056504814587,1.72,0,6.4,93,2020,0
"Uganda","UGA",2020,58.032602,11.25,37605430214.347,3.96206594,3.31332289544493,4.511,4230610899.11404,846.881199214807,183.831964396605,4.94,0,86.1,12.1,2020,1
"Ukraine","UKR",2020,67.394152,13.0863704681396,156617719786.254,7.61658287,2.7324920941942,9.48,20495575029.982,3548.84314993519,73.1207836964626,5.81,0,85.6,1.7,2020,0
"United Arab Emirates","ARE",2020,79.072322,11.7062301635742,349473015330.157,5.67226824,-2.07940317940942,4.29,40910115534.1311,37629.1741680653,94.1458358464803,2.7,2.4,12.9,75,NA,NA
"United Kingdom","GBR",2020,83.398906,10.5600004196167,2704609160088.15,11.97759342,0.98948670377243,4.472,285606738654.3,40318.4169225055,275.363219900661,8.54,0,59.1,6.1,NA,NA
"United States","USA",2020,83.668618,12.6499996185303,21060473613000,18.81582642,1.23358439630637,8.05,2664149831705.17,63528.6343027508,33.7192874746606,7.92,1.2,75.5,1.1,NA,NA
"Uruguay","URY",2020,60.960204,16.3634796142578,53666908479.5585,9.15207481,9.75640636078194,10.33,8781773628.65495,15650.4994274155,19.4591192827148,8.61,0,57,0,2020,1
"Uzbekistan","UZB",2020,65.602968,20.5356502532959,60224701295.7983,6.74741459,12.8677297362606,5.29,12367534024.1973,1759.30747050785,76.2535529399186,2.12,0,2,97.1,2020,0
"Vietnam","VNM",2020,66.64131,14.4071702957153,346615750166.553,4.68066788,3.22093436652514,2.1,49937521398.2664,3586.34729656749,291.69036337297,2.94,16.2,8.4,0,NA,NA
"Zambia","ZMB",2020,63.517218,12.3780202865601,18110638619.3723,5.61788416,15.733060472137,6.03,2241738522.33149,956.831747486281,25.1494333054304,4.86,0,97.4,0,2020,1
"Zimbabwe","ZWE",2020,49.833418,15.6666107177734,21509698406.1116,3.42558146,557.20181736205,7.898,3369840715.85261,1372.69667433317,40.1004862319582,3.16,0,87.1,0,2020,1
